Flooring,ViewYN,PoolPrivateYN,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,LivingArea,DaysOnMarket,ListingKeyNumeric,MLSAreaMajor,CountyOrParish,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,StateOrProvince,FireplaceYN,Stories,Levels,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,Dataset
131.0,0,0,1136789493,2025-11-10,2628500.0,34.063475,-118.385377,2104.0,14,1136789493,429.0,18.0,0,2.0,1926.0,3.0,73.0,4.0,1.0,0,1.0,2.0,0.0,0,2.0,364.0,67.0,0.0,5972.0,Train
221.0,0,0,1139635774,2025-11-10,1050000.0,37.66924499,-122.45340428,990.0,8,1139635774,275.0,42.0,1,1.0,1951.0,1.0,769.0,3.0,1.0,1,1.0,18.0,0.0,0,1.0,342.0,858.0,0.0,4500.0,Train
64.0,0,0,1140265567,2025-11-10,744000.0,34.95667,-120.408271,1671.0,5,1140265567,848.0,43.0,1,2.0,1979.0,2.0,725.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,322.0,717.0,0.0,10890.0,Train
192.0,1,0,1139538525,2025-11-10,2030000.0,37.48816887,-122.26520057,990.0,11,1139538525,275.0,42.0,0,1.0,1935.0,1.0,692.0,2.0,1.0,1,1.0,18.0,0.0,0,0.0,253.0,857.0,0.0,4411.0,Train
189.0,0,0,1138430868,2025-11-10,539950.0,37.97254482,-122.35114478,1670.0,10,1138430868,894.0,6.0,1,1.0,1944.0,2.0,711.0,2.0,1.0,0,1.0,2.0,0.0,0,1.0,364.0,1231.0,0.0,6700.0,Train
218.0,1,0,1114913153,2025-11-10,1040000.0,33.985826,-118.358099,1237.0,128,1114913153,275.0,18.0,1,2.0,1941.0,3.0,443.0,3.0,1.0,1,1.0,2.0,1.0,0,2.0,147.0,50.0,0.0,6858.0,Train
209.0,0,0,1114383800,2025-11-10,2178000.0,33.984477000000005,-118.377636,3334.0,79,1114383800,3.0,18.0,1,2.0,1961.0,4.0,443.0,5.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,50.0,0.0,12342.0,Train
171.0,0,0,1139419246,2025-11-10,910000.0,35.261315,-120.686489,1218.0,7,1139419246,844.0,41.0,1,6.0,1963.0,2.0,705.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,311.0,695.0,0.0,6050.0,Train
221.0,1,1,1139307391,2025-11-10,2695000.0,33.097567,-117.264345,2485.0,4,1139307391,325.0,38.0,0,2.0,1966.0,2.0,126.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,48.0,323.0,0.0,18276.0,Train
221.0,0,0,1136743023,2025-11-10,465000.0,33.801728000000004,-117.215032,1145.0,14,1136743023,860.0,34.0,1,2.0,1986.0,2.0,599.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,268.0,519.0,0.0,4792.0,Train
104.0,0,0,1126053224,2025-11-10,605000.0,34.145592,-117.240962,2076.0,33,1126053224,127.0,37.0,1,5.0,1964.0,3.0,690.0,4.0,1.0,1,2.0,12.0,4.0,0,2.0,301.0,482.0,0.0,9040.0,Train
131.0,1,0,1139393133,2025-11-10,370000.0,33.728062,-117.202015,1199.0,11,1139393133,860.0,34.0,1,4.0,1985.0,2.0,474.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,268.0,524.0,49.0,4356.0,Train
68.0,1,0,1138484799,2025-11-10,1370000.0,37.83001203,-121.99010212,1808.0,18,1138484799,894.0,6.0,1,4.0,1956.0,2.0,195.0,4.0,1.0,1,1.0,2.0,0.0,0,2.0,317.0,962.0,0.0,15029.0,Train
221.0,1,0,1138315949,2025-11-10,2540000.0,32.7268784,-117.1326831,2704.0,6,1138315949,366.0,38.0,1,2.0,2005.0,3.0,694.0,3.0,1.0,1,2.0,12.0,0.0,0,2.0,364.0,364.0,0.0,5787.0,Train
137.0,1,1,1139538074,2025-11-10,1160000.0,34.178745,-118.894467,2806.0,6,1139538074,886.0,57.0,1,3.0,1977.0,3.0,528.0,4.0,1.0,1,2.0,12.0,0.0,0,3.0,364.0,200.0,0.0,8775.0,Train
221.0,0,0,1137751100,2025-11-10,1510000.0,37.75630645,-122.48166006,1645.0,11,1137751100,894.0,39.0,1,1.0,1927.0,2.0,697.0,3.0,1.0,1,1.0,18.0,0.0,0,1.0,305.0,872.0,0.0,3000.0,Train
221.0,1,0,1139649257,2025-11-10,390000.0,33.753809000000004,-116.882891,1602.0,11,1139649257,860.0,34.0,0,2.0,1986.0,2.0,316.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,141.0,506.0,0.0,7405.0,Train
131.0,1,1,1111372897,2025-11-10,5750000.0,33.591432,-117.86526200000002,1604.0,97,1111372897,491.0,29.0,1,6.0,1953.0,3.0,174.0,2.0,1.0,1,1.0,2.0,2.0,0,2.0,233.0,542.0,1080.0,9375.0,Train
221.0,0,0,1116783349,2025-11-10,795000.0,34.195516,-118.579043,1908.0,118,1116783349,950.0,18.0,1,2.0,1953.0,2.0,877.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,189.0,196.0,0.0,7502.0,Train
221.0,1,0,1138431533,2025-11-10,355000.0,37.282966,-120.495838,1000.0,9,1138431533,894.0,23.0,1,2.0,2020.0,2.0,477.0,3.0,1.0,0,1.0,2.0,3.0,0,2.0,209.0,1366.0,0.0,5183.0,Train
220.0,1,0,1139345253,2025-11-10,1851000.0,34.043324,-118.366582,1552.0,22,1139345253,444.0,18.0,0,2.0,1932.0,2.0,443.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,21.0,0.0,4736.0,Train
104.0,1,0,1114445237,2025-11-10,1165000.0,33.854369,-118.13191100000002,2150.0,158,1114445237,102.0,18.0,1,5.0,1957.0,3.0,404.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,29.0,136.0,0.0,6462.0,Train
221.0,0,1,1137679565,2025-11-10,770000.0,34.416771999999995,-118.467456,1444.0,4,1137679565,469.0,18.0,1,2.0,1961.0,2.0,122.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,387.0,213.0,0.0,6426.0,Train
135.0,1,0,1139333951,2025-11-10,695500.0,34.021694000000004,-117.053541,1966.0,5,1139333951,123.0,37.0,1,2.0,1965.0,3.0,891.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,396.0,480.0,0.0,28314.0,Train
132.0,0,0,1138490607,2025-11-10,429900.0,37.69181588,-121.03582222,1220.0,7,1138490607,894.0,51.0,1,2.0,1987.0,2.0,489.0,2.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,1372.0,114.0,3484.0,Train
223.0,0,0,1139350110,2025-11-10,885000.0,34.217945,-118.427932,2059.0,13,1139350110,764.0,18.0,1,2.0,1957.0,2.0,588.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,189.0,229.0,0.0,6806.0,Train
208.0,1,0,1139604844,2025-11-10,1730000.0,37.86067757,-122.23731997,1456.0,10,1139604844,894.0,0.0,0,0.0,1956.0,2.0,69.0,2.0,1.0,1,1.0,2.0,0.0,0,0.0,242.0,1201.0,0.0,10176.0,Train
221.0,0,0,1117439037,2025-11-10,594990.0,34.169493,-117.458116,1661.0,71,1117439037,118.0,37.0,1,2.0,2025.0,3.0,261.0,3.0,1.0,0,2.0,12.0,0.0,1,2.0,117.0,446.0,233.0,1600.0,Train
221.0,0,0,1109270377,2025-11-10,8200000.0,37.4354258,-122.21299886,5017.0,168,1109270377,275.0,42.0,1,3.0,2025.0,7.0,475.0,5.0,1.0,1,1.0,18.0,0.0,0,3.0,253.0,840.0,0.0,10500.0,Train
221.0,1,1,1139720788,2025-11-10,6295000.0,33.707877,-118.045881,4075.0,7,1139720788,50.0,29.0,1,3.0,2014.0,5.0,335.0,4.0,1.0,1,2.0,12.0,1.0,0,3.0,146.0,551.0,325.0,9801.0,Train
131.0,0,0,1137658949,2025-11-10,1415000.0,33.507978,-117.644924,1604.0,8,1137658949,753.0,29.0,1,4.0,1973.0,2.0,702.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,46.0,563.0,285.0,5400.0,Train
219.0,0,0,1139343345,2025-11-10,872500.0,33.969732,-117.559637,2383.0,7,1139343345,110.0,34.0,1,3.0,1999.0,3.0,226.0,4.0,1.0,1,1.0,2.0,4.0,0,3.0,75.0,612.0,0.0,6969.0,Train
64.0,1,0,1137999847,2025-11-10,1550000.0,37.2987725,-121.810645,2026.0,18,1137999847,275.0,44.0,0,2.0,1999.0,3.0,700.0,4.0,1.0,1,1.0,18.0,0.0,0,2.0,253.0,1292.0,0.0,4301.0,Train
131.0,0,1,1117460712,2025-11-10,959298.0,34.394284000000006,-118.549628,2023.0,9,1117460712,896.0,18.0,1,4.0,1971.0,3.0,828.0,4.0,1.0,1,2.0,12.0,0.0,0,2.0,387.0,216.0,0.0,5656.0,Train
224.0,0,0,1137652859,2025-11-10,1758000.0,37.46700525,-122.15437725,1140.0,8,1137652859,275.0,42.0,1,1.0,1950.0,1.0,475.0,2.0,1.0,1,1.0,18.0,0.0,0,1.0,253.0,839.0,0.0,6500.0,Train
221.0,1,0,1109473546,2025-11-10,3100000.0,33.153455,-117.348768,1468.0,184,1109473546,324.0,38.0,1,1.0,1960.0,2.0,126.0,3.0,1.0,1,2.0,12.0,1.0,0,1.0,48.0,322.0,0.0,4346.0,Train
221.0,0,0,1139548111,2025-11-10,938000.0,33.59803541,-117.68029734,1325.0,6,1139548111,894.0,29.0,1,3.0,1971.0,2.0,386.0,3.0,1.0,0,1.0,2.0,0.0,0,2.0,364.0,553.0,0.0,5671.0,Train
217.0,0,0,1137816011,2025-11-10,865000.0,37.8045272,-122.2043617,1379.0,15,1137816011,894.0,0.0,1,1.0,1920.0,2.0,554.0,2.0,1.0,0,1.0,2.0,0.0,0,1.0,364.0,1149.0,0.0,4547.0,Train
192.0,0,0,1138249087,2025-11-10,1490000.0,37.81358564,-122.20421139,2827.0,11,1138249087,894.0,0.0,1,1.0,1955.0,2.0,554.0,4.0,1.0,1,2.0,12.0,0.0,0,1.0,364.0,1149.0,0.0,10696.0,Train
221.0,1,0,1115119087,2025-11-10,345000.0,34.473218,-117.189014,1296.0,109,1115119087,406.0,37.0,0,2.0,1956.0,1.0,31.0,2.0,1.0,1,1.0,2.0,2.0,0,2.0,15.0,430.0,0.0,20100.0,Train
130.0,1,1,1114733967,2025-11-10,6300000.0,33.631513,-117.577705,8000.0,75,1114733967,474.0,29.0,1,4.0,1981.0,9.0,179.0,6.0,1.0,1,2.0,12.0,4.0,0,4.0,46.0,566.0,695.0,130680.0,Train
104.0,0,1,1137708098,2025-11-10,449900.0,34.521003,-117.177094,1993.0,10,1137708098,406.0,37.0,1,2.0,1989.0,2.0,31.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,15.0,429.0,0.0,20800.0,Train
221.0,1,0,1139291817,2025-11-10,545000.0,33.676009,-117.337625,1591.0,8,1139291817,860.0,34.0,1,2.0,2004.0,3.0,393.0,3.0,1.0,1,2.0,12.0,0.0,0,2.0,172.0,499.0,0.0,9148.0,Train
131.0,0,0,1139313581,2025-11-10,820000.0,36.95383632,-121.76039861,1119.0,5,1139313581,275.0,45.0,1,2.0,1999.0,2.0,850.0,3.0,1.0,1,1.0,18.0,0.0,0,2.0,253.0,1282.0,47.0,6011.0,Train
64.0,1,0,1139628337,2025-11-10,570000.0,33.840249,-116.486508,1951.0,12,1139628337,167.0,34.0,1,2.0,2019.0,3.0,135.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,403.0,954.0,6098.0,Train
221.0,1,0,1134544545,2025-11-10,3690000.0,32.853081,-117.253372,2699.0,41,1134544545,339.0,38.0,1,4.0,1952.0,4.0,374.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,167.0,337.0,0.0,8040.0,Train
171.0,1,0,1130438132,2025-11-10,850000.0,33.47508,-117.068199,2056.0,29,1130438132,860.0,34.0,1,2.0,2005.0,2.0,795.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,353.0,528.0,124.0,13939.0,Train
221.0,1,0,1134548827,2025-11-10,1050000.0,34.093548,-118.33178999999998,1723.0,30,1134548827,449.0,18.0,1,2.0,2012.0,3.0,443.0,3.0,1.0,1,1.0,9.0,0.0,0,2.0,364.0,38.0,0.0,920.0,Train
221.0,0,0,1137219191,2025-11-10,850000.0,34.016442,-117.978687,1601.0,10,1137219191,223.0,18.0,0,1.0,1947.0,2.0,306.0,3.0,1.0,0,1.0,2.0,3.0,0,1.0,135.0,267.0,0.0,6305.0,Train
221.0,0,0,1137130029,2025-11-10,403992.0,33.9671,-116.566581,1494.0,9,1137130029,170.0,34.0,1,2.0,2025.0,2.0,205.0,3.0,1.0,0,1.0,2.0,3.0,1,2.0,256.0,406.0,228.0,5500.0,Train
221.0,1,0,1111540435,2025-11-10,310000.0,37.314232,-120.46827,1548.0,72,1111540435,894.0,23.0,1,2.0,1959.0,2.0,477.0,3.0,1.0,1,1.0,2.0,1.0,0,2.0,209.0,1365.0,0.0,9974.0,Train
224.0,0,0,1137228772,2025-11-10,2770000.0,34.078292,-118.371812,1818.0,16,1137228772,438.0,18.0,0,2.0,1928.0,3.0,443.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,48.0,0.0,7152.0,Train
221.0,1,0,1137575543,2025-11-10,589000.0,34.00198,-117.360365,1230.0,12,1137575543,114.0,34.0,0,4.0,1952.0,2.0,671.0,4.0,1.0,0,1.0,2.0,3.0,0,0.0,293.0,491.0,0.0,6534.0,Train
221.0,0,0,1128464109,2025-11-10,1600000.0,32.76308476,-117.09995287,1607.0,67,1128464109,377.0,38.0,0,2.0,1930.0,3.0,694.0,3.0,1.0,1,1.0,2.0,0.0,0,0.0,364.0,375.0,0.0,4664.0,Train
171.0,0,0,1127040308,2025-11-10,1115000.0,37.71430524,-121.93348023,1321.0,42,1127040308,894.0,0.0,1,2.0,1960.0,2.0,218.0,4.0,1.0,0,1.0,2.0,0.0,0,2.0,364.0,1093.0,0.0,9648.0,Train
224.0,1,1,1118413085,2025-11-10,2300000.0,33.738536,-118.319781,3561.0,93,1118413085,66.0,18.0,0,0.0,1957.0,6.0,648.0,5.0,1.0,1,1.0,2.0,5.0,0,0.0,261.0,91.0,0.0,15082.0,Train
171.0,0,1,1127297501,2025-11-10,1100000.0,34.021723,-118.100503,1943.0,27,1127297501,255.0,18.0,1,3.0,1970.0,3.0,498.0,4.0,1.0,1,2.0,12.0,0.0,0,3.0,0.0,126.0,0.0,7022.0,Train
221.0,0,0,1129057722,2025-11-10,850000.0,33.914402,-118.367673,1062.0,3,1129057722,6.0,18.0,1,1.0,1942.0,1.0,311.0,2.0,1.0,1,1.0,2.0,2.0,0,1.0,392.0,81.0,0.0,6080.0,Train
221.0,0,0,1146022935,2025-11-10,1180000.0,37.25980269,-121.82363623,2053.0,0,1146022935,275.0,44.0,1,2.0,1983.0,3.0,700.0,4.0,1.0,1,1.0,18.0,0.0,0,2.0,253.0,1310.0,0.0,6785.0,Train
134.0,1,0,1137273422,2025-11-10,2194250.0,37.90474592,-122.04326227,2395.0,2,1137273422,894.0,6.0,1,2.0,1941.0,3.0,845.0,4.0,1.0,1,2.0,12.0,0.0,0,2.0,364.0,1142.0,0.0,14288.0,Train
221.0,0,0,1140157441,2025-11-10,765000.0,32.73287396,-117.04045359999998,1494.0,6,1140157441,315.0,38.0,1,4.0,1946.0,2.0,413.0,3.0,1.0,0,2.0,12.0,0.0,0,2.0,364.0,313.0,0.0,13600.0,Train
224.0,0,0,1127011389,2025-11-10,1225000.0,33.838252000000004,-117.926851,2154.0,26,1127011389,284.0,29.0,1,2.0,1946.0,2.0,22.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,11.0,587.0,0.0,7410.0,Train
221.0,1,1,1129106986,2025-11-10,710000.0,33.617745,-117.285066,1869.0,51,1129106986,860.0,34.0,1,3.0,1985.0,2.0,869.0,4.0,1.0,1,1.0,2.0,4.0,0,3.0,172.0,530.0,0.0,18731.0,Train
221.0,1,0,1137130034,2025-11-10,455000.0,33.733556,-117.191173,1776.0,21,1137130034,860.0,34.0,1,2.0,1997.0,2.0,474.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,268.0,523.0,150.0,3920.0,Train
224.0,1,0,1137574304,2025-11-10,1150000.0,33.786357,-117.873152,1505.0,8,1137574304,279.0,29.0,0,5.0,1955.0,2.0,561.0,3.0,1.0,1,1.0,2.0,3.0,0,3.0,247.0,607.0,0.0,8418.0,Train
104.0,1,0,1112495831,2025-11-10,885000.0,37.95966021,-121.79350209,3335.0,163,1112495831,894.0,6.0,1,2.0,2001.0,3.0,29.0,6.0,1.0,1,2.0,12.0,0.0,0,2.0,364.0,979.0,0.0,8283.0,Train
221.0,0,0,1128815597,2025-11-10,850000.0,34.049375,-117.915404,1213.0,33,1128815597,250.0,18.0,1,1.0,1955.0,2.0,854.0,4.0,1.0,0,1.0,2.0,4.0,0,1.0,381.0,292.0,0.0,7308.0,Train
222.0,1,0,1128318803,2025-11-10,795000.0,35.616349,-120.663173,1900.0,39,1128318803,783.0,41.0,1,2.0,1988.0,3.0,594.0,4.0,1.0,0,2.0,12.0,1.0,0,2.0,266.0,712.0,0.0,13000.0,Train
131.0,0,0,1129843805,2025-11-10,1550000.0,34.18912,-119.239553,1517.0,36,1129843805,912.0,57.0,1,2.0,1976.0,2.0,571.0,2.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,631.0,0.0,3920.0,Train
64.0,1,0,1128819739,2025-11-10,840000.0,33.251838,-117.272718,1344.0,56,1128819739,343.0,38.0,1,2.0,1990.0,2.0,557.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,244.0,341.0,228.0,5382.0,Train
171.0,1,0,1118389992,2025-11-10,450000.0,33.731913,-116.726607,1100.0,130,1118389992,99.0,34.0,0,2.0,1958.0,2.0,337.0,3.0,1.0,1,1.0,18.0,0.0,0,0.0,147.0,509.0,0.0,13504.0,Train
171.0,1,0,1126992232,2025-11-10,520000.0,34.245341,-116.804301,2019.0,43,1126992232,275.0,37.0,0,4.0,1957.0,2.0,75.0,4.0,1.0,1,2.0,12.0,2.0,0,2.0,0.0,433.0,0.0,8437.0,Train
86.0,1,0,1137192501,2025-11-10,915000.0,33.846169,-117.902369,1743.0,8,1137192501,283.0,29.0,0,4.0,1952.0,2.0,22.0,4.0,1.0,1,1.0,2.0,4.0,0,2.0,11.0,587.0,0.0,7007.0,Train
221.0,1,0,1137574508,2025-11-10,950000.0,34.033221000000005,-117.907324,2131.0,13,1137574508,250.0,18.0,1,2.0,1977.0,3.0,854.0,4.0,1.0,1,2.0,12.0,1.0,0,2.0,298.0,293.0,0.0,5046.0,Train
189.0,0,0,1137583476,2025-11-10,1720000.0,37.47026596,-121.91474377,1498.0,6,1137583476,894.0,0.0,1,2.0,1979.0,2.0,273.0,4.0,1.0,0,1.0,2.0,0.0,0,2.0,364.0,995.0,0.0,6451.0,Train
221.0,0,0,1129532457,2025-11-10,965000.0,33.22115616,-117.29388193,2007.0,7,1129532457,342.0,38.0,1,4.0,2002.0,3.0,557.0,3.0,1.0,1,2.0,12.0,0.0,0,2.0,364.0,340.0,166.0,7260.0,Train
221.0,0,0,1128326446,2025-11-10,1500000.0,32.92302064,-117.22519873,1871.0,57,1128326446,390.0,38.0,1,2.0,1998.0,3.0,694.0,3.0,1.0,1,1.0,9.0,0.0,0,2.0,364.0,388.0,295.0,7260.0,Train
220.0,0,0,1146057378,2025-11-10,3750000.0,37.45063304,-122.13240557,1387.0,0,1146057378,275.0,44.0,1,2.0,1950.0,2.0,583.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,258.0,882.0,0.0,6097.0,Train
222.0,0,0,1137585166,2025-11-10,1600000.0,33.850047,-118.368557,1742.0,9,1137585166,31.0,18.0,0,2.0,1956.0,3.0,807.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,357.0,110.0,0.0,6601.0,Train
171.0,1,0,1128385446,2025-11-10,525000.0,34.071379,-117.248765,1200.0,8,1128385446,121.0,37.0,1,780.0,1970.0,2.0,432.0,3.0,1.0,0,1.0,2.0,3.0,0,2.0,301.0,457.0,0.0,8120.0,Train
209.0,1,0,1137580560,2025-11-10,1830000.0,37.90769813,-121.59052145,5348.0,22,1137580560,894.0,6.0,1,2.0,1984.0,4.0,211.0,6.0,1.0,0,2.0,12.0,0.0,0,2.0,364.0,893.0,0.0,7320.0,Train
221.0,0,0,1127344365,2025-11-10,685000.0,33.57755498,-117.14024735,3273.0,55,1127344365,860.0,34.0,1,6.0,2006.0,3.0,518.0,5.0,1.0,1,2.0,12.0,0.0,0,3.0,364.0,516.0,0.0,7260.0,Train
221.0,1,0,1118601224,2025-11-10,715000.0,34.253864,-117.22838,1974.0,104,1118601224,134.0,37.0,0,0.0,1980.0,3.0,390.0,4.0,1.0,1,1.0,9.0,2.0,0,0.0,290.0,456.0,0.0,12350.0,Train
221.0,1,0,1118647546,2025-11-10,499000.0,33.916869,-118.225966,893.0,63,1118647546,813.0,18.0,0,1.0,1957.0,1.0,168.0,3.0,1.0,0,1.0,2.0,3.0,0,1.0,71.0,71.0,0.0,3322.0,Train
221.0,1,0,1111479351,2025-11-10,904000.0,33.144999,-117.087438,2557.0,163,1111479351,334.0,38.0,1,2.0,1974.0,3.0,248.0,5.0,1.0,1,1.0,2.0,0.0,0,2.0,109.0,332.0,0.0,20037.6,Train
137.0,0,1,1112545812,2025-11-10,1850000.0,34.295471,-118.575374,4721.0,181,1112545812,780.0,18.0,0,3.0,2003.0,6.0,629.0,5.0,1.0,1,2.0,12.0,0.0,0,3.0,364.0,204.0,320.0,12121.0,Train
131.0,0,0,1128174073,2025-11-10,917000.0,33.756805,-118.039687,1260.0,22,1128174073,196.0,29.0,1,2.0,1972.0,2.0,863.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,146.0,567.0,375.0,2701.0,Train
192.0,1,0,1127481776,2025-11-10,1900000.0,37.27079985,-121.87771,2520.0,38,1127481776,275.0,44.0,1,2.0,1974.0,3.0,700.0,4.0,1.0,1,1.0,18.0,0.0,0,2.0,308.0,1310.0,0.0,6032.0,Train
131.0,0,0,1118447616,2025-11-10,460000.0,33.783784999999995,-116.288846,1776.0,136,1118447616,141.0,34.0,1,2.0,1999.0,2.0,580.0,2.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,396.0,398.0,6534.0,Train
86.0,1,0,1128658194,2025-11-10,635500.0,36.72979725,-121.64896849,1559.0,48,1128658194,275.0,26.0,0,2.0,1975.0,2.0,686.0,3.0,1.0,1,1.0,18.0,0.0,0,0.0,253.0,809.0,0.0,5663.0,Train
189.0,0,0,1137608819,2025-11-10,1092000.0,32.83265811,-117.18081266,1723.0,15,1137608819,378.0,38.0,1,3.0,1980.0,3.0,694.0,4.0,1.0,0,1.0,2.0,0.0,0,1.0,364.0,376.0,0.0,7260.0,Train
217.0,1,1,1118670083,2025-11-10,1050000.0,34.400949,-118.451069,2531.0,88,1118670083,471.0,18.0,1,3.0,1999.0,3.0,122.0,4.0,1.0,1,2.0,12.0,1.0,0,3.0,387.0,226.0,135.0,10903.0,Train
220.0,1,0,1118525448,2025-11-10,1275000.0,33.82519,-118.169012,2372.0,102,1118525448,198.0,18.0,1,3.0,1938.0,3.0,437.0,4.0,1.0,1,2.0,12.0,3.0,0,3.0,187.0,157.0,0.0,5534.0,Train
222.0,1,0,1128665917,2025-11-10,1100000.0,33.866065,-117.736501,1514.0,37,1128665917,282.0,29.0,1,2.0,1984.0,2.0,23.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,247.0,590.0,77.0,5000.0,Train
131.0,0,0,1118423440,2025-11-10,1400000.0,36.48084528,-121.74098606,1890.0,122,1118423440,275.0,26.0,1,1.0,1990.0,2.0,128.0,3.0,1.0,1,1.0,18.0,0.0,0,1.0,49.0,815.0,0.0,10978.0,Train
221.0,1,0,1137606792,2025-11-10,905000.0,33.196285,-117.304999,1618.0,14,1137606792,342.0,38.0,1,2.0,1987.0,2.0,557.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,244.0,340.0,0.0,15246.0,Train
220.0,0,0,1137566411,2025-11-10,960000.0,37.86225837,-122.28570244,1306.0,22,1137566411,894.0,0.0,0,1.0,1919.0,2.0,69.0,2.0,1.0,1,1.0,2.0,0.0,0,0.0,364.0,1195.0,0.0,3330.0,Train
137.0,1,0,1130003555,2025-11-10,590000.0,33.726357,-117.164283,2374.0,57,1130003555,860.0,34.0,1,2.0,2023.0,2.0,474.0,4.0,1.0,0,1.0,2.0,1.0,0,2.0,208.0,523.0,89.0,7087.0,Train
221.0,1,1,1137089631,2025-11-10,875000.0,33.880641,-117.333219,3186.0,7,1137089631,114.0,34.0,1,3.0,2005.0,3.0,671.0,5.0,1.0,0,2.0,12.0,1.0,0,3.0,293.0,497.0,37.0,13939.0,Train
219.0,1,1,1118553772,2025-11-10,1200000.0,34.531352000000005,-118.282433,3204.0,35,1118553772,398.0,18.0,0,2.0,1985.0,2.0,6.0,4.0,1.0,1,2.0,12.0,0.0,0,2.0,2.0,227.0,0.0,224956.0,Train
221.0,1,0,1127354584,2025-11-10,525000.0,34.489521,-117.387916,2832.0,44,1127354584,929.0,37.0,1,3.0,2004.0,3.0,838.0,5.0,1.0,1,2.0,12.0,1.0,0,3.0,371.0,475.0,0.0,6820.0,Train
221.0,0,0,1146027247,2025-11-10,655000.0,33.16394921,-117.11955677,1524.0,0,1146027247,334.0,38.0,1,4.0,1986.0,2.0,248.0,3.0,1.0,0,1.0,2.0,0.0,0,2.0,364.0,332.0,165.0,7260.0,Train
135.0,1,1,1137209659,2025-11-10,950000.0,34.220994,-118.403783,2281.0,9,1137209659,733.0,18.0,0,2.0,1952.0,3.0,540.0,3.0,1.0,1,1.0,2.0,2.0,0,2.0,189.0,244.0,0.0,7028.0,Train
174.0,1,0,1127032484,2025-11-10,880000.0,34.425117,-119.291764,1544.0,61,1127032484,902.0,57.0,1,2.0,1989.0,2.0,558.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,628.0,65.0,8668.0,Train
86.0,1,0,1127451486,2025-11-10,680000.0,34.239493,-116.859515,1636.0,72,1127451486,708.0,37.0,0,2.0,2000.0,3.0,74.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,27.0,433.0,0.0,7320.0,Train
221.0,0,0,1128341756,2025-11-10,690000.0,36.33262393,-121.23314777,2679.0,44,1128341756,275.0,26.0,1,2.0,2005.0,3.0,298.0,5.0,1.0,1,1.0,18.0,0.0,0,2.0,253.0,817.0,0.0,5800.0,Train
110.0,0,0,1137129921,2025-11-10,968000.0,37.67424011,-122.14395759,1825.0,13,1137129921,894.0,0.0,1,2.0,1954.0,2.0,704.0,4.0,1.0,1,1.0,2.0,0.0,0,2.0,310.0,1112.0,150.0,9324.0,Train
123.0,1,1,1140167008,2025-11-10,2189000.0,33.688583,-116.367513,2565.0,25,1140167008,161.0,34.0,1,4.0,1999.0,4.0,340.0,3.0,1.0,1,1.0,2.0,0.0,0,2.0,364.0,395.0,1719.46,11326.0,Train
220.0,0,0,1137328934,2025-11-10,960000.0,37.71532581,-122.44329543,900.0,4,1137328934,894.0,39.0,1,0.0,1924.0,1.0,697.0,2.0,1.0,1,1.0,2.0,0.0,0,0.0,364.0,864.0,0.0,1900.0,Train
222.0,1,0,1127147676,2025-11-10,815000.0,33.90947,-117.879072,1089.0,45,1127147676,289.0,29.0,1,2.0,1974.0,2.0,277.0,3.0,1.0,1,1.0,2.0,3.0,0,2.0,38.0,596.0,225.0,2829.0,Train
